,Time,Status,Message
0,0 days 00:08:40.721000,1,AllClear
1,0 days 00:49:19.126000,2,Yellow
2,0 days 00:49:35.215000,6,VSCDeployed
3,0 days 00:52:35.245000,4,SCDeployed
4,0 days 00:58:45.423000,1,AllClear
