,Time,Status,Message
0,0 days 00:13:38.039000,1,AllClear
1,0 days 00:43:22.754000,2,Yellow
2,0 days 00:44:22.323000,4,SCDeployed
3,0 days 00:48:47.890000,1,AllClear
