,Time,Status,Message
0,0 days 00:02:51.800000,1,AllClear
1,0 days 00:02:51.800000,2,Yellow
2,0 days 00:07:27.496000,1,AllClear
3,0 days 00:21:27.130000,2,Yellow
4,0 days 00:21:33.982000,1,AllClear
5,0 days 01:03:17.629000,2,Yellow
6,0 days 01:03:31.052000,4,SCDeployed
7,0 days 01:05:38.849000,5,Red
8,0 days 01:30:42.127000,1,AllClear
9,0 days 01:46:06.806000,2,Yellow
10,0 days 01:46:15.709000,1,AllClear
11,0 days 02:52:54.926000,2,Yellow
12,0 days 02:53:04.718000,1,AllClear
