,Time,Status,Message
0,0 days 00:14:39.519000,1,AllClear
1,0 days 00:14:39.519000,2,Yellow
2,0 days 00:14:39.519000,1,AllClear
3,0 days 00:52:08.373000,2,Yellow
4,0 days 00:52:19.307000,4,SCDeployed
5,0 days 01:03:21.213000,1,AllClear
6,0 days 01:58:27.186000,2,Yellow
7,0 days 01:58:50.626000,1,AllClear
8,0 days 02:00:38.487000,2,Yellow
