,Time,Status,Message
0,0 days 00:14:34.915000,1,AllClear
1,0 days 01:02:54.246000,4,SCDeployed
2,0 days 01:06:57.843000,1,AllClear
3,0 days 02:25:40.520000,2,Yellow
4,0 days 02:26:42.654000,1,AllClear
