,race_id,Time,Status,Message
0,998,0 days 00:07:30.107000,2,Yellow
1,998,0 days 00:07:47.894000,1,AllClear
2,998,0 days 00:08:11.625000,2,Yellow
3,998,0 days 00:08:53.427000,1,AllClear
4,998,0 days 00:09:55.014000,2,Yellow
5,998,0 days 00:10:15.054000,1,AllClear
6,998,0 days 00:11:20.502000,2,Yellow
7,998,0 days 00:11:30.829000,1,AllClear
8,998,0 days 00:36:41.432000,2,Yellow
9,998,0 days 00:36:51.567000,1,AllClear
10,998,0 days 00:37:25.655000,2,Yellow
11,998,0 days 00:39:17.571000,1,AllClear
12,998,0 days 00:57:19.348000,2,Yellow
13,998,0 days 00:58:03.901000,4,SCDeployed
14,998,0 days 01:08:53.708000,1,AllClear
15,998,0 days 01:10:08.354000,2,Yellow
16,998,0 days 01:10:38.959000,4,SCDeployed
17,998,0 days 01:17:41.064000,1,AllClear
18,998,0 days 01:25:38.313000,2,Yellow
19,998,0 days 01:25:44.361000,1,AllClear
20,998,0 days 01:27:11.253000,2,Yellow
21,998,0 days 01:27:35.928000,1,AllClear
