,Time,Status,Message
0,0 days 00:07:00.122000,1,AllClear
1,0 days 01:02:29.505000,2,Yellow
2,0 days 01:03:23.239000,4,SCDeployed
3,0 days 01:06:15.187000,5,Red
4,0 days 01:21:35.973000,1,AllClear
5,0 days 02:57:17.504000,2,Yellow
6,0 days 02:57:23.516000,1,AllClear
7,0 days 03:08:31.789000,2,Yellow
