,Time,Status,Message
0,0 days 00:08:44.159000,1,AllClear
1,0 days 00:35:07.230000,2,Yellow
2,0 days 00:35:21.022000,4,SCDeployed
3,0 days 00:44:16.115000,1,AllClear
4,0 days 00:54:57.839000,2,Yellow
5,0 days 00:55:05.878000,4,SCDeployed
6,0 days 01:09:55.304000,1,AllClear
7,0 days 01:54:26.907000,2,Yellow
8,0 days 01:54:31.901000,1,AllClear
