,Time,Status,Message
0,0 days 00:13:56.358000,1,AllClear
1,0 days 01:08:53.051000,4,SCDeployed
2,0 days 01:15:55.042000,1,AllClear
3,0 days 01:19:10.057000,6,VSCDeployed
4,0 days 01:22:28.753000,7,VSCEnding
5,0 days 01:22:40.247000,1,AllClear
6,0 days 01:43:09.876000,6,VSCDeployed
7,0 days 01:43:57.781000,7,VSCEnding
8,0 days 01:44:11.332000,1,AllClear
