,Time,Status,Message
0,0 days 00:03:10.938000,1,AllClear
1,0 days 00:19:50.532000,2,Yellow
2,0 days 00:19:55.120000,1,AllClear
3,0 days 00:20:08.332000,2,Yellow
4,0 days 00:20:19.942000,1,AllClear
5,0 days 00:24:07.065000,6,VSCDeployed
6,0 days 00:25:11.222000,7,VSCEnding
7,0 days 00:25:23.675000,1,AllClear
8,0 days 00:25:53.043000,2,Yellow
9,0 days 00:29:45.733000,1,AllClear
10,0 days 01:07:40.570000,2,Yellow
11,0 days 01:08:33.328000,4,SCDeployed
12,0 days 01:19:20.193000,1,AllClear
