,race_id,Pressure,Humidity,TrackTemp,WindSpeed,Rainfall
0,1008,924.1,71.3,43.2,3.8,False
1,1008,924.1,72.2,43.5,1.7,False
2,1008,924.1,71.9,43.5,1.9,False
3,1008,924.1,72.5,42.1,2.4,False
4,1008,924.2,71.7,41.6,1.7,False
5,1008,924.2,72.0,40.8,1.5,False
6,1008,924.2,72.1,40.6,1.8,False
7,1008,924.2,72.1,40.6,1.8,False
8,1008,924.1,70.1,39.7,2.1,False
9,1008,924.1,69.3,39.5,1.5,False
10,1008,924.1,70.6,39.4,2.4,False
11,1008,924.1,71.5,38.5,1.8,False
12,1008,924.1,69.6,38.5,2.2,False
13,1008,924.0,70.2,40.1,2.4,False
14,1008,924.0,70.3,41.1,2.5,False
15,1008,924.0,71.0,41.9,2.7,False
16,1008,924.0,70.7,42.6,2.1,False
17,1008,924.1,69.5,42.7,2.4,False
18,1008,924.2,70.4,40.5,2.1,False
19,1008,924.1,70.8,40.2,3.0,False
20,1008,924.1,70.8,39.9,2.2,False
21,1008,924.0,70.4,39.9,1.8,False
22,1008,924.0,71.0,39.9,1.9,False
23,1008,924.0,71.0,39.9,1.5,False
24,1008,924.0,70.8,40.2,1.1,False
25,1008,924.0,70.4,41.0,1.5,False
26,1008,924.0,69.5,41.3,1.0,False
27,1008,924.0,68.9,42.3,1.5,False
28,1008,924.1,69.3,42.2,1.4,False
29,1008,924.1,69.2,42.7,1.4,False
30,1008,924.1,70.0,42.8,3.1,False
31,1008,924.1,70.2,42.7,1.8,False
32,1008,924.1,70.4,41.7,1.3,False
33,1008,924.1,70.5,41.3,1.0,False
34,1008,924.2,70.6,41.2,2.4,False
35,1008,924.1,71.5,40.0,1.9,False
36,1008,924.2,71.4,40.0,2.9,False
37,1008,924.2,72.2,40.1,3.5,False
38,1008,924.2,73.7,39.1,3.3,False
39,1008,924.2,74.3,39.2,3.0,False
40,1008,924.2,73.1,40.9,2.2,False
41,1008,924.1,72.2,41.1,1.6,False
42,1008,924.1,72.1,40.3,1.9,False
43,1008,924.1,72.4,40.1,3.2,False
44,1008,924.1,72.4,40.2,1.5,False
45,1008,924.1,72.1,40.3,2.0,False
46,1008,924.2,72.0,39.9,1.3,False
47,1008,924.0,73.0,39.8,2.6,False
48,1008,924.0,72.8,39.4,1.6,False
49,1008,924.0,72.0,39.4,1.1,False
50,1008,924.0,70.9,39.7,0.7,False
51,1008,924.0,71.5,41.0,1.8,False
52,1008,924.0,70.6,41.3,2.1,False
53,1008,924.0,70.3,41.1,1.7,False
54,1008,924.0,71.6,40.4,2.4,False
55,1008,923.9,71.6,40.4,1.1,False
56,1008,923.8,69.5,42.1,0.8,False
57,1008,923.9,69.9,42.8,1.8,False
58,1008,923.8,70.4,43.0,2.2,False
59,1008,923.8,70.8,43.1,2.3,False
60,1008,923.9,71.4,43.4,1.9,False
61,1008,923.8,72.1,43.4,1.7,False
62,1008,923.8,71.7,44.2,2.3,False
63,1008,924.0,71.8,44.9,2.3,False
64,1008,923.8,72.5,44.1,3.2,False
65,1008,923.9,73.7,44.0,2.8,False
66,1008,923.9,74.4,44.0,2.7,False
67,1008,924.0,73.4,44.0,2.2,False
68,1008,924.0,73.6,43.3,1.6,False
69,1008,923.9,74.9,42.3,3.4,False
70,1008,924.0,76.0,41.9,2.0,False
71,1008,924.0,75.0,41.6,1.5,False
72,1008,923.9,74.3,42.0,2.0,False
73,1008,924.0,76.2,41.5,3.0,False
74,1008,923.9,77.5,40.9,3.7,False
