,race_id,Pressure,Humidity,TrackTemp,WindSpeed,Rainfall
0,1022,968.3,60.0,27.1,1.9,False
1,1022,968.4,58.9,27.0,2.2,False
2,1022,968.3,59.5,26.8,2.4,False
3,1022,968.3,59.5,26.8,2.1,False
4,1022,968.3,59.5,26.6,2.0,False
5,1022,968.3,59.7,26.6,3.6,False
6,1022,968.3,59.8,26.6,2.3,False
7,1022,968.3,60.2,27.0,2.8,False
8,1022,968.2,60.3,27.2,2.3,False
9,1022,968.2,60.4,27.7,3.1,False
10,1022,968.2,61.6,27.8,1.7,False
11,1022,968.2,60.5,28.5,2.1,False
12,1022,968.3,59.7,28.5,1.8,False
13,1022,968.3,60.3,28.2,1.6,False
14,1022,968.3,60.2,27.6,1.7,False
15,1022,968.3,60.7,27.6,1.7,False
16,1022,968.3,60.6,27.7,1.7,False
17,1022,968.3,60.0,27.6,2.8,False
18,1022,968.3,59.8,27.1,2.1,False
19,1022,968.4,60.6,26.9,2.7,False
20,1022,968.4,59.6,26.9,2.5,False
21,1022,968.3,60.2,26.9,2.0,False
22,1022,968.3,60.1,27.0,1.3,False
23,1022,968.3,60.5,27.2,0.8,False
24,1022,968.4,60.2,27.3,1.8,False
25,1022,968.2,60.8,27.3,1.2,False
26,1022,968.2,61.2,27.1,1.5,False
27,1022,968.3,60.7,27.1,2.2,False
28,1022,968.2,59.8,27.1,2.7,False
29,1022,968.3,60.2,26.8,2.5,False
30,1022,968.3,59.8,26.4,2.1,False
31,1022,968.2,59.8,26.4,2.3,False
32,1022,968.2,59.3,26.7,2.6,False
33,1022,968.2,59.2,27.0,2.4,False
34,1022,968.1,59.6,27.7,1.0,False
35,1022,968.2,58.3,27.7,1.6,False
36,1022,968.2,58.0,27.7,2.1,False
37,1022,968.1,56.5,27.7,2.7,False
38,1022,968.2,56.8,28.2,2.3,False
39,1022,968.1,56.1,29.2,2.9,False
40,1022,968.2,56.7,29.2,2.2,False
41,1022,968.2,56.3,28.6,2.1,False
42,1022,968.2,55.2,28.5,1.9,False
43,1022,968.1,54.9,28.5,3.8,False
44,1022,968.1,55.4,28.2,2.2,False
45,1022,968.2,56.3,27.8,2.0,False
46,1022,968.2,56.7,27.8,1.5,False
47,1022,968.2,56.8,27.3,1.6,False
48,1022,968.3,56.9,27.3,0.8,False
49,1022,968.2,55.5,27.1,1.5,False
50,1022,968.2,56.8,26.6,1.5,False
51,1022,968.2,58.1,26.6,2.3,False
52,1022,968.2,57.5,26.6,2.9,False
53,1022,968.2,57.1,26.8,2.5,False
54,1022,968.3,57.7,26.8,0.9,False
55,1022,968.3,57.8,27.1,1.6,False
56,1022,968.3,58.0,27.1,1.9,False
57,1022,968.2,57.9,26.8,1.1,False
58,1022,968.2,58.4,27.1,1.6,False
59,1022,968.2,55.9,27.8,1.5,False
60,1022,968.3,56.9,28.4,2.8,False
61,1022,968.1,56.9,29.0,2.2,False
62,1022,968.3,56.8,29.2,2.1,False
63,1022,968.2,56.0,29.2,0.9,False
64,1022,968.2,54.5,29.6,1.4,False
65,1022,968.3,54.7,29.8,2.5,False
66,1022,968.3,55.6,29.8,1.9,False
67,1022,968.3,55.2,29.6,0.7,False
68,1022,968.3,55.6,28.7,1.4,False
69,1022,968.3,56.0,28.2,1.0,False
70,1022,968.3,56.3,28.2,1.0,False
71,1022,968.3,56.6,28.3,0.9,False
72,1022,968.3,56.1,28.3,1.0,False
73,1022,968.3,55.3,28.3,2.2,False
74,1022,968.2,55.4,28.3,2.0,False
75,1022,968.3,55.7,28.8,2.1,False
76,1022,968.3,55.9,29.0,2.6,False
77,1022,968.2,55.0,29.3,1.7,False
78,1022,968.3,55.6,29.8,2.5,False
79,1022,968.3,54.6,29.9,0.9,False
80,1022,968.2,54.2,30.1,2.8,False
81,1022,968.1,55.2,30.4,2.9,False
82,1022,968.2,55.5,30.7,1.7,False
83,1022,968.3,56.3,30.4,1.5,False
84,1022,968.3,55.2,29.7,2.5,False
85,1022,968.3,55.6,28.9,2.8,False
86,1022,968.2,56.1,28.8,2.5,False
87,1022,968.2,56.8,28.5,3.3,False
88,1022,968.2,57.3,28.3,2.0,False
89,1022,968.3,57.5,28.3,2.6,False
90,1022,968.3,57.2,28.4,2.5,False
91,1022,968.3,57.6,28.4,2.2,False
92,1022,968.3,56.5,28.9,2.7,False
93,1022,968.3,56.7,29.4,2.6,False
94,1022,968.2,56.5,29.4,3.8,False
95,1022,968.3,57.2,28.9,2.5,False
96,1022,968.3,57.0,28.5,2.5,False
97,1022,968.2,56.7,28.2,3.0,False
98,1022,968.2,57.1,28.2,2.4,False
99,1022,968.2,56.0,28.8,2.1,False
100,1022,968.2,55.9,28.8,1.9,False
101,1022,968.3,56.0,27.8,2.7,False
102,1022,968.2,55.6,27.8,2.3,False
103,1022,968.3,54.5,28.0,2.6,False
104,1022,968.3,54.8,28.3,1.6,False
105,1022,968.3,54.5,28.9,1.4,False
106,1022,968.3,54.4,29.5,1.2,False
107,1022,968.3,53.8,29.6,2.2,False
108,1022,968.3,53.5,29.5,2.4,False
109,1022,968.3,53.0,28.9,1.9,False
110,1022,968.3,52.0,28.8,2.5,False
111,1022,968.3,52.4,28.8,1.8,False
112,1022,968.3,53.0,28.8,2.5,False
113,1022,968.4,52.8,28.9,1.8,False
114,1022,968.3,52.9,28.8,2.6,False
115,1022,968.3,53.4,28.8,0.7,False
116,1022,968.3,53.4,28.4,1.4,False
117,1022,968.3,53.0,28.0,1.8,False
118,1022,968.4,53.6,27.8,0.8,False
119,1022,968.2,53.8,27.3,1.0,False
