,race_id,Pressure,Humidity,TrackTemp,WindSpeed,Rainfall
0,989,997.1,36.2,38.2,3.0,False
1,989,997.1,36.3,38.6,1.4,False
2,989,997.1,36.3,38.6,1.4,False
3,989,997.0,37.2,38.7,2.3,False
4,989,997.1,35.8,38.7,3.5,False
5,989,997.1,35.8,38.7,3.5,False
6,989,997.1,36.5,38.8,2.0,False
7,989,997.0,36.3,38.9,4.1,False
8,989,996.9,36.3,38.2,3.8,False
9,989,997.1,36.6,37.1,3.7,False
10,989,997.1,36.5,36.7,4.3,False
11,989,997.1,36.3,36.8,2.9,False
12,989,997.1,35.7,36.6,2.7,False
13,989,997.2,36.3,36.4,2.5,False
14,989,997.2,36.5,36.3,2.1,False
15,989,997.0,36.6,36.2,3.5,False
16,989,997.1,36.7,36.4,3.4,False
17,989,997.0,35.6,37.5,2.9,False
18,989,997.0,35.4,37.6,4.1,False
19,989,997.0,35.9,38.0,2.0,False
20,989,997.1,35.1,38.0,4.0,False
21,989,997.0,35.1,38.4,3.3,False
22,989,997.0,35.3,37.9,2.4,False
23,989,997.0,35.0,37.1,0.9,False
24,989,997.0,35.6,36.6,1.6,False
25,989,997.0,35.6,36.3,1.5,False
26,989,997.0,35.6,36.2,1.2,False
27,989,996.9,34.8,36.2,2.2,False
28,989,997.1,35.6,37.2,2.0,False
29,989,997.0,35.2,37.7,2.3,False
30,989,997.0,35.3,38.1,1.1,False
31,989,997.0,34.4,38.4,2.4,False
32,989,997.0,33.8,38.4,3.4,False
33,989,996.9,34.0,38.6,3.5,False
34,989,996.9,34.4,38.6,2.9,False
35,989,996.8,35.0,38.6,2.9,False
36,989,996.8,34.5,38.5,3.8,False
37,989,996.8,34.5,38.3,3.2,False
38,989,996.8,34.5,38.3,3.2,False
39,989,996.9,34.9,38.4,2.4,False
40,989,996.9,34.4,38.0,3.8,False
41,989,996.7,34.9,37.8,2.5,False
42,989,996.8,34.4,37.1,2.2,False
43,989,996.8,34.6,36.7,2.5,False
44,989,996.9,33.4,36.6,3.7,False
45,989,996.9,33.8,37.0,2.5,False
46,989,996.8,30.9,37.8,2.9,False
47,989,996.8,28.7,38.3,4.0,False
48,989,996.8,28.1,38.4,3.7,False
49,989,996.7,28.1,38.2,3.4,False
50,989,996.9,27.0,38.5,4.3,False
51,989,996.8,26.5,38.4,5.2,False
52,989,996.8,25.9,38.3,4.9,False
53,989,996.7,26.0,38.3,5.7,False
54,989,996.7,25.6,38.0,6.2,False
55,989,996.8,26.0,37.6,5.3,False
56,989,996.8,26.2,37.3,3.9,False
57,989,996.9,26.4,37.3,4.9,False
58,989,996.9,26.8,37.3,2.9,False
59,989,996.8,27.4,37.4,4.0,False
60,989,996.9,27.8,37.4,3.6,False
61,989,997.0,27.2,37.5,4.3,False
62,989,996.9,25.6,37.5,5.2,False
63,989,997.0,26.4,37.5,3.5,False
64,989,996.9,26.4,37.1,4.7,False
65,989,997.0,25.7,37.0,4.5,False
66,989,997.0,25.7,36.8,6.0,False
67,989,997.0,25.9,36.7,5.4,False
68,989,997.0,26.1,36.6,2.8,False
69,989,997.0,26.1,36.7,6.6,False
70,989,997.1,25.6,36.7,3.8,False
71,989,997.1,26.5,36.5,3.8,False
72,989,997.0,25.8,36.7,4.2,False
73,989,997.1,26.0,36.7,4.1,False
74,989,997.0,25.7,36.5,5.1,False
75,989,997.0,25.7,36.3,3.7,False
76,989,997.0,26.0,36.5,4.2,False
77,989,997.1,25.6,36.5,5.3,False
78,989,997.0,26.0,36.2,5.7,False
79,989,997.2,26.3,35.7,3.0,False
80,989,997.0,26.6,35.7,4.5,False
81,989,997.0,26.6,35.7,4.5,False
82,989,997.1,27.1,34.5,4.2,False
83,989,997.0,27.5,34.3,5.0,False
84,989,997.1,27.9,34.0,3.2,False
85,989,997.1,28.1,34.0,3.1,False
86,989,997.1,28.3,33.9,3.8,False
87,989,997.0,28.3,33.6,4.2,False
88,989,997.1,28.7,33.6,3.4,False
89,989,997.0,28.7,33.4,4.5,False
90,989,997.0,28.5,33.6,4.9,False
91,989,997.0,29.0,33.6,3.4,False
92,989,997.1,28.5,33.4,5.4,False
93,989,997.1,28.8,33.2,4.6,False
94,989,997.2,29.0,33.2,3.9,False
95,989,997.2,28.7,33.0,3.6,False
96,989,997.2,28.7,33.0,2.1,False
97,989,997.1,29.1,33.2,3.4,False
98,989,997.0,28.5,33.2,4.1,False
99,989,997.1,28.8,33.1,4.8,False
100,989,997.0,29.3,32.8,6.9,False
101,989,997.1,29.8,32.4,5.0,False
102,989,997.2,30.3,32.4,5.3,False
103,989,997.2,30.7,32.5,4.8,False
104,989,997.2,31.3,32.7,4.6,False
105,989,997.3,30.6,32.7,4.8,False
106,989,997.2,30.4,32.7,3.7,True
107,989,997.2,30.9,32.6,4.2,True
108,989,997.2,30.9,32.6,4.2,True
109,989,997.2,30.9,32.6,4.2,True
110,989,997.2,30.9,32.6,4.2,True
