,race_id,Pressure,Humidity,TrackTemp,WindSpeed,Rainfall
0,994,1015.7,52.5,33.2,1.2,False
1,994,1015.7,51.3,33.5,0.9,False
2,994,1015.8,50.5,33.4,0.8,False
3,994,1015.7,50.8,33.4,0.8,False
4,994,1015.7,51.4,33.4,1.1,False
5,994,1015.7,51.4,33.4,1.1,False
6,994,1015.7,51.7,33.4,1.0,False
7,994,1015.8,51.6,33.6,0.5,False
8,994,1015.6,51.4,33.7,0.6,False
9,994,1015.7,50.6,33.8,0.8,True
10,994,1015.6,50.7,33.9,0.6,True
11,994,1015.6,50.7,33.9,0.6,True
12,994,1015.6,50.0,33.9,1.0,True
13,994,1015.7,48.9,33.6,1.7,True
14,994,1015.5,48.3,33.6,1.6,True
15,994,1015.6,48.2,34.5,0.9,True
16,994,1015.2,47.7,33.9,1.9,True
17,994,1015.3,47.7,33.8,1.7,True
18,994,1015.3,47.7,33.8,1.7,True
19,994,1015.3,46.1,33.8,1.0,True
20,994,1015.3,46.1,33.8,1.0,True
21,994,1015.2,45.9,33.7,1.4,True
22,994,1015.2,43.3,33.8,1.5,True
23,994,1015.1,43.6,34.0,2.4,False
24,994,1015.1,43.9,34.0,2.0,False
25,994,1015.1,43.8,33.7,1.0,False
26,994,1015.1,43.8,33.7,1.0,False
27,994,1015.2,44.2,34.0,1.4,False
28,994,1015.2,44.1,34.1,1.5,False
29,994,1015.2,44.1,33.8,0.8,False
30,994,1015.2,43.9,34.0,2.1,False
31,994,1015.2,43.8,34.4,0.9,False
32,994,1015.2,44.4,34.0,1.5,False
33,994,1015.2,45.2,33.8,1.5,False
34,994,1015.1,45.1,33.8,1.2,False
35,994,1015.1,45.6,34.1,1.5,False
36,994,1015.1,45.6,34.1,1.5,False
37,994,1015.1,44.9,34.3,2.2,False
38,994,1015.1,43.7,34.4,1.7,False
39,994,1015.1,43.9,34.5,1.6,False
40,994,1015.0,47.1,33.8,0.8,False
41,994,1015.0,47.1,33.8,0.8,False
42,994,1015.0,48.0,33.7,1.9,False
43,994,1015.0,48.4,33.8,1.3,False
44,994,1015.1,48.3,34.2,1.9,False
45,994,1015.0,46.1,34.4,0.9,False
46,994,1015.0,45.6,34.4,2.1,False
47,994,1014.9,45.1,34.5,2.2,False
48,994,1014.9,45.8,34.2,1.6,False
49,994,1014.9,45.8,34.2,1.6,False
50,994,1015.0,45.2,35.0,1.4,False
51,994,1014.9,45.3,35.2,1.1,False
52,994,1015.0,46.2,34.9,1.4,False
53,994,1014.9,45.7,34.9,1.3,False
54,994,1015.0,46.1,35.2,2.1,False
55,994,1015.1,45.9,35.1,1.0,False
56,994,1015.0,46.6,35.5,1.4,False
57,994,1015.1,46.9,35.1,1.3,False
58,994,1015.2,47.5,35.8,0.8,False
59,994,1014.9,48.0,35.9,1.3,False
60,994,1015.1,47.6,36.4,0.8,False
61,994,1015.1,47.6,36.4,0.8,False
62,994,1015.0,48.9,36.6,1.9,False
63,994,1015.0,48.9,36.6,1.9,False
64,994,1015.1,50.9,37.0,1.1,False
65,994,1015.1,50.9,37.0,1.1,False
66,994,1015.2,51.6,36.3,1.7,False
67,994,1015.1,52.0,36.5,1.2,False
68,994,1015.2,52.2,36.6,1.6,False
69,994,1015.2,51.9,36.6,1.4,False
70,994,1015.0,52.8,36.6,1.8,False
71,994,1015.1,53.6,36.4,2.0,False
72,994,1015.1,53.5,36.6,1.6,False
73,994,1015.2,53.3,36.7,1.3,False
74,994,1015.1,53.6,36.3,1.4,False
75,994,1015.2,54.4,36.2,1.9,False
76,994,1015.2,54.1,36.0,2.3,False
77,994,1015.2,54.9,35.9,1.1,False
78,994,1015.2,54.8,35.6,1.0,False
79,994,1015.1,55.1,35.6,1.1,False
80,994,1015.2,55.8,34.8,1.2,False
81,994,1015.2,55.9,34.6,1.0,False
82,994,1015.2,55.9,34.6,1.0,False
83,994,1015.2,56.2,34.7,1.4,False
84,994,1015.2,56.2,34.7,1.4,False
85,994,1015.1,56.7,34.8,1.8,False
86,994,1015.2,56.7,34.4,2.4,False
87,994,1015.2,56.7,34.4,2.4,False
88,994,1015.2,56.8,34.4,2.2,False
89,994,1015.3,57.1,34.3,1.2,False
90,994,1015.2,56.7,34.3,1.4,False
91,994,1015.3,57.0,34.3,1.4,False
92,994,1015.3,57.0,34.3,1.4,False
93,994,1015.3,57.1,34.1,1.5,False
94,994,1015.3,57.4,34.3,1.9,False
95,994,1015.2,58.1,34.3,1.7,False
96,994,1015.2,58.1,34.3,1.7,False
97,994,1015.2,57.1,35.0,1.0,False
98,994,1015.2,56.8,34.6,1.0,False
99,994,1015.3,56.5,34.5,1.4,False
100,994,1015.2,57.2,34.4,1.3,False
101,994,1015.2,57.2,34.4,1.3,False
102,994,1015.1,57.5,34.2,1.6,False
103,994,1015.2,58.1,34.2,1.3,False
104,994,1015.2,58.2,34.5,1.4,False
105,994,1015.2,58.2,34.5,1.4,False
106,994,1015.2,58.7,33.8,1.5,False
107,994,1015.1,59.3,33.7,1.4,False
108,994,1015.1,59.0,34.4,1.4,False
109,994,1015.2,58.0,34.7,1.1,False
110,994,1015.1,57.5,34.5,1.3,False
111,994,1015.1,57.6,34.4,1.1,False
112,994,1015.1,57.2,34.5,1.3,False
